Record#,PIT Tag,SRR Verbose,Event Type,Conditional Comments,Length,Weight,Text Comments,Event Date (PST),Event Site,Brood Year,Migration Year,Release Site,Release Date (PST),Organization,Hatchery,Additional Positional,Tally Count,SRR Code
74,3DD.00774F27B2,Wild Summer Steelhead,Mark,,106,11.3,,3/20/2017 8:14,JOHTRP,    ,2017,JOHTRP,3/20/2017 8:14,NPT,,,1,32W
75,3DD.007756E7A1,Wild Summer Steelhead,Mark,,147,25.2,,3/20/2017 8:14,JOHTRP,    ,2017,JOHTRP,3/20/2017 8:14,NPT,,,1,32W
76,3DD.00774F5866,Wild Summer Steelhead,Mark,,92,8.1,,3/20/2017 8:15,JOHTRP,    ,2017,JOHTRP,3/20/2017 8:15,NPT,,,1,32W
77,3DD.0077573C9F,Wild Summer Steelhead,Mark,,83,6,NEW CLIPFILE # CAZ7188,3/20/2017 8:15,JOHTRP,    ,2017,JOHTRP,3/20/2017 8:15,NPT,,,1,32W
78,384.1B7972D151,Wild Summer Steelhead,Mark,,56,1.6,,3/20/2017 8:16,JOHTRP,    ,2017,JOHTRP,3/20/2017 8:16,NPT,,,1,32W
1,3DD.00774E9E3A,Wild Summer Chinook,Mark,,79,5,,3/21/2017 7:17,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:17,NPT,,,1,12W
2,3DD.00774F4A1A,Wild Summer Chinook,Recapture,RE,83,5.4,RC (CDR17079JCT),3/21/2017 7:21,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:21,NPT,,,1,12W
3,3DD.0077574816,Wild Summer Chinook,Recapture,RE,82,5.3,RC (CDR17079JCT),3/21/2017 7:21,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:21,NPT,,,1,12W
4,3DD.007756DB4C,Wild Summer Chinook,Mark,,77,4.3,,3/21/2017 7:21,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:21,NPT,,,1,12W
5,3DD.00774F233C,Wild Summer Chinook,Mark,,81,5.2,,3/21/2017 7:22,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:22,NPT,,,1,12W
6,3DD.00774F9A70,Wild Summer Chinook,Mark,,84,5.7,,3/21/2017 7:22,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:22,NPT,,,1,12W
7,3DD.007756E595,Wild Summer Chinook,Mark,,78,4.6,,3/21/2017 7:22,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:22,NPT,,,1,12W
8,3DD.00775732BD,Wild Summer Chinook,Mark,,85,5.9,,3/21/2017 7:23,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:23,NPT,,,1,12W
9,3DD.007756F87D,Wild Summer Chinook,Mark,,87,6,,3/21/2017 7:23,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:23,NPT,,,1,12W
10,3DD.007756F345,Wild Summer Chinook,Recapture,RE,92,7.8,RC (CDR17079JCT),3/21/2017 7:23,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:23,NPT,,,1,12W
11,3DD.00774F6512,Wild Summer Chinook,Mark,,81,5.1,,3/21/2017 7:24,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:24,NPT,,,1,12W
12,3DD.007756CE0C,Wild Summer Chinook,Mark,,80,4.8,,3/21/2017 7:24,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:24,NPT,,,1,12W
13,3DD.007756C914,Wild Summer Chinook,Mark,,76,4.1,,3/21/2017 7:24,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:24,NPT,,,1,12W
14,3DD.00774EB45E,Wild Summer Chinook,Mark,,80,5,,3/21/2017 7:25,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:25,NPT,,,1,12W
15,3DD.007756BC5D,Wild Summer Chinook,Mark,,83,5.4,,3/21/2017 7:25,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:25,NPT,,,1,12W
16,3DD.007756C9DF,Wild Summer Chinook,Mark,,94,8.2,,3/21/2017 7:25,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:25,NPT,,,1,12W
17,3DD.007756ED8E,Wild Summer Chinook,Mark,,83,5.6,,3/21/2017 7:26,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:26,NPT,,,1,12W
18,3DD.00775721C5,Wild Summer Chinook,Mark,,77,4.4,,3/21/2017 7:26,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:26,NPT,,,1,12W
19,3DD.00774F8D1D,Wild Summer Chinook,Mark,LA,76,4.1,,3/21/2017 7:27,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:27,NPT,,,1,12W
20,..........,Mountain Whitefish,Tally,,98,7.2,,3/21/2017 7:27,JOHTRP,    ,2017,JOHTRP,3/21/2017 7:27,NPT,,,1,G0W
21,3DD.00774F2F88,Wild Summer Chinook,Mark,,84,6.4,,3/21/2017 7:27,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:27,NPT,,,1,12W
22,3DD.007756DF9D,Wild Summer Chinook,Mark,,73,3.8,,3/21/2017 7:28,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:28,NPT,,,1,12W
23,3DD.0077572F29,Wild Summer Chinook,Mark,,80,5.2,,3/21/2017 7:28,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:28,NPT,,,1,12W
24,3DD.0077570EE1,Wild Summer Chinook,Recapture,RE,88,6.9,RC (CDR17079JCT),3/21/2017 7:28,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:28,NPT,,,1,12W
25,3DD.007756D475,Wild Summer Chinook,Recapture,RE,78,5.3,RC (CDR17078JCT),3/21/2017 7:29,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:29,NPT,,,1,12W
26,3DD.007756FB94,Wild Summer Chinook,Mark,,87,6.6,,3/21/2017 7:29,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:29,NPT,,,1,12W
27,3DD.007756FA64,Wild Summer Chinook,Mark,,87,6.5,,3/21/2017 7:29,JOHTRP,2015,2017,JOHTRP,3/21/2017 7:29,NPT,,,1,12W
28,3DD.0077573C9F,Wild Summer Steelhead,Recapture,RE,83,6.1,RC (CDR17079JCT),3/21/2017 7:30,JOHTRP,    ,2017,JOHTRP,3/21/2017 7:30,NPT,,,1,32W
29,3DD.00774E880F,Wild Summer Steelhead,Mark,,159,38.1,,3/21/2017 7:31,JOHTRP,    ,2017,JOHTRP,3/21/2017 7:31,NPT,,,1,32W
30,384.1B7972C310,Wild Summer Steelhead,Mark,,67,2.8,,3/21/2017 7:31,JOHTRP,    ,2017,JOHTRP,3/21/2017 7:31,NPT,,,1,32W
