trap_year,facility,trap,species,run,origin,sex,age_designation,living_status,disposition,purpose,count
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal,20
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal Distribution,4
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal,3
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal Distribution,1
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Adult,Alive,Released,Natural Spawning,256
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Adult,Alive,Released,Natural Spawning,149
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Jack/Jill,Alive,Released,Natural Spawning,89
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,33
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,139
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,37
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,306
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,24
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Cutthroat,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,1
2010,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,22
2010,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,12
2010,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,6
2010,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,26
2010,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,11
2010,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,TrapMort,Disposed,Nutrient Enhancement,1
2010,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,9
2010,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,4
2010,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,20
2010,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,14
2010,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,78
2010,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Transferred,Within FINS Facility,21
2010,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,105
2010,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Transferred,Within FINS Facility,24
2010,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,3
2010,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Unknown,NA,Alive,Transferred,Within FINS Facility,3
2011,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Hatchery-Segregated,Female,NA,Alive,Released,Natural Spawning,1
2011,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Hatchery-Segregated,Female,NA,Alive,Released,Stray Relocation,14
2011,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Hatchery-Segregated,Male,NA,Alive,Released,Stray Relocation,13
2011,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,2
2011,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,1
2011,NPT GRSME Program,Lostine River Weir,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,19
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Alive,Ponded,Brood Stock,46
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Alive,Released,Natural Spawning,31
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Alive,Released,Recycled,16
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Alive,Ponded,Brood Stock,42
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Alive,Released,Natural Spawning,35
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Alive,Released,Recycled,145
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Killed,Disposed,Distribution,11
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,Alive,Ponded,Brood Stock,26
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,19
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Alive,Ponded,Brood Stock,30
2011,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,64
2011,NPT GRSME Program,Lostine River Weir,Mtn White Fish,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,2
2011,NPT GRSME Program,Lostine River Weir,Rainbow Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,1
2011,NPT GRSME Program,Lostine River Weir,Sucker,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,7
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Bull Trout,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,20
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal,28
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal Distribution,36
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Jack/Jill,Killed,Disposed,Stray Removal,1
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal,23
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal Distribution,42
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal,21
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal Distribution,7
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Adult,Alive,Released,Natural Spawning,66
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Jack/Jill,Alive,Released,Natural Spawning,1
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,NA,Alive,Released,Natural Spawning,1
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Adult,Alive,Released,Natural Spawning,40
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Jack/Jill,Alive,Released,Natural Spawning,194
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,36
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,127
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,29
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,110
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,TrapMort,Disposed,Nutrient Enhancement,1
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Ponded,Brood Stock,1
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,169
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Unknown,Male,Jack/Jill,Alive,Released,Natural Spawning,1
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Cutthroat,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,2
2011,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,32
2011,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,48
2011,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Killed,Disposed,Distribution,8
2011,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,92
2011,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Killed,Disposed,Distribution,13
2011,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,39
2011,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Female,NA,Killed,Disposed,Distribution,5
2011,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,87
2011,NPTH M&E Program,Lolo Creek Weir - Upper,Chinook,Spring,Uncategorized,Male,NA,Killed,Disposed,Distribution,4
2011,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,86
2011,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Killed,Disposed,Distribution,1
2011,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,87
2012,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Fall,Hatchery-Segregated,Male,NA,Alive,Released,Stray Relocation,1
2012,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Hatchery-Segregated,Male,NA,Alive,Released,Stray Relocation,2
2012,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,8
2012,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,4
2012,NPT GRSME Program,Lostine River Weir,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,11
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Alive,Ponded,Brood Stock,15
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Alive,Released,Natural Spawning,257
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Killed,Disposed,Distribution,95
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Alive,Ponded,Brood Stock,28
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Alive,Released,Natural Spawning,138
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Killed,Disposed,Distribution,85
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,Alive,Ponded,Brood Stock,7
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,128
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,TrapMort,Disposed,Nutrient Enhancement,1
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Alive,Ponded,Brood Stock,11
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,176
2012,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Killed,Disposed,Distribution,1
2012,NPT GRSME Program,Lostine River Weir,Mtn White Fish,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,3
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Bull Trout,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,20
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal,2
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Female,Adult,Killed,Disposed,Stray Removal Distribution,7
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal,1
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal Distribution,2
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal Distribution,1
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,TrapMort,Disposed,Nutrient Enhancement,1
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Adult,Alive,Released,Natural Spawning,113
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Jack/Jill,Alive,Released,Natural Spawning,1
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Adult,Alive,Released,Natural Spawning,42
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Jack/Jill,Alive,Released,Natural Spawning,36
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,32
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,171
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Jack/Jill,Alive,Released,Natural Spawning,3
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,39
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,204
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Ponded,Brood Stock,1
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,57
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Unknown,Female,Adult,Alive,Released,Natural Spawning,9
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Unknown,Male,Adult,Alive,Released,Natural Spawning,11
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Unknown,Male,Jack/Jill,Alive,Released,Natural Spawning,2
2012,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,12
2012,NPT SBSA Program,Joseph Creek Weir - Upstream Trap,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,1
2012,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,7
2012,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,83
2012,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,57
2013,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Hatchery-Segregated,Female,NA,Alive,Released,Stray Relocation,5
2013,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Hatchery-Segregated,Male,NA,Alive,Released,Stray Relocation,2
2013,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,5
2013,IDFG Region 2 Research Weirs,Fish Creek Weir,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,3
2013,NPT GRSME Program,Lostine River Weir,Bull Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,32
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Alive,Ponded,Brood Stock,41
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Female,NA,Alive,Released,Natural Spawning,7
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Alive,Ponded,Brood Stock,39
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Alive,Released,Natural Spawning,62
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Hatchery,Male,NA,Killed,Disposed,Distribution,412
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,Alive,Ponded,Brood Stock,38
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,Alive,Released,Natural Spawning,25
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Female,NA,Killed,Disposed,Distribution,1
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Alive,Ponded,Brood Stock,27
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,147
2013,NPT GRSME Program,Lostine River Weir,Chinook,Summer,Natural,Male,NA,Killed,Disposed,Distribution,5
2013,NPT GRSME Program,Lostine River Weir,Mtn White Fish,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,2
2013,NPT GRSME Program,Lostine River Weir,Rainbow Trout,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,1
2013,NPT GRSME Program,Lostine River Weir,Sucker,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,2
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Hatchery,Female,NA,Alive,Ponded,Brood Stock,72
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Hatchery,Female,NA,Alive,Released,Natural Spawning,8
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Hatchery,Male,NA,Alive,Ponded,Brood Stock,87
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Hatchery,Male,NA,Alive,Released,Natural Spawning,190
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Hatchery,Unknown,Jack/Jill,Alive,Released,Natural Spawning,1
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Hatchery,Unknown,NA,Alive,Ponded,Brood Stock,1
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Hatchery,Unknown,NA,Alive,Released,Natural Spawning,12
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Uncategorized,Female,NA,Alive,Ponded,Brood Stock,51
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Uncategorized,Female,NA,Alive,Released,Natural Spawning,9
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Uncategorized,Male,NA,Alive,Ponded,Brood Stock,125
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Uncategorized,Male,NA,Alive,Released,Natural Spawning,166
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Uncategorized,Unknown,Jack/Jill,Alive,Released,Natural Spawning,1
2013,NPT Hatchery,NPT Hatchery Trap,Chinook,Fall,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,4
2013,NPT Hatchery,NPT Hatchery Trap,Coho,NA,Uncategorized,Female,NA,Alive,Released,Natural Spawning,1
2013,NPT Hatchery,NPT Hatchery Trap,Coho,NA,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,4
2013,NPT Hatchery,NPT Hatchery Trap,Coho,NA,Uncategorized,Unknown,NA,TrapMort,Disposed,Nutrient Enhancement,1
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Bull Trout,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,38
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Alive,Released,Stray Relocation,1
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal,4
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Adult,Killed,Disposed,Stray Removal Distribution,1
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal,4
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Stray,Male,Jack/Jill,Killed,Disposed,Stray Removal Distribution,5
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Female,Adult,Alive,Released,Natural Spawning,54
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Adult,Alive,Released,Natural Spawning,36
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Hatchery-Supplementation,Male,Jack/Jill,Alive,Released,Natural Spawning,209
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Ponded,Brood Stock,35
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,Alive,Released,Natural Spawning,108
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Female,Adult,TrapMort,Disposed,Nutrient Enhancement,1
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Ponded,Brood Stock,41
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Adult,Alive,Released,Natural Spawning,199
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Ponded,Brood Stock,1
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,296
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,1
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Unknown,Male,Adult,Alive,Released,Natural Spawning,1
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Chinook,Summer,Unknown,Male,Jack/Jill,Alive,Released,Natural Spawning,3
2013,NPT JCAPE Program,Johnson Creek Weir - Upstream Trap,Mtn White Fish,NA,Native,Unknown,NA,Alive,Released,Natural Spawning,17
2013,NPT LSRCP Imnaha Program,Horse Creek Weir,Chinook,Summer,Natural,Male,NA,Alive,Released,Natural Spawning,1
2013,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,15
2013,NPTH M&E Program,Lolo Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,26
2013,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Female,NA,Alive,Released,Natural Spawning,36
2013,NPTH M&E Program,Newsome Creek Weir,Chinook,Spring,Uncategorized,Male,NA,Alive,Released,Natural Spawning,37
2013,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Fall,Hatchery-Integrated,Male,Adult,Alive,Released,Fisheries,5
2013,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Fall,Hatchery-Integrated,Male,Jack/Jill,Alive,Released,Fisheries,7
2013,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Fall,Natural,Male,Adult,Alive,Released,Natural Spawning,1
2013,Oxbow Fish Hatchery,Hells Canyon Dam Ladder Trap,Chinook,Fall,Natural,Male,Jack/Jill,Alive,Released,Natural Spawning,5
2014,Clearwater Fish Hatchery,Crooked River Trap,Brook Trout,Spring,Uncategorized,Unknown,NA,Alive,Released,Other,2
2014,Clearwater Fish Hatchery,Crooked River Trap,Bull Trout,Spring,Uncategorized,Unknown,NA,Alive,Released,Other,9
2014,Clearwater Fish Hatchery,Crooked River Trap,Bull Trout,Summer,Uncategorized,Unknown,NA,Alive,Released,Natural Spawning,20
2014,Clearwater Fish Hatchery,Crooked River Trap,Bull Trout,Summer,Uncategorized,Unknown,NA,Alive,Released,Other,4
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Fall,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,1
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Spring,Hatchery-Segregated,Unknown,Adult,Alive,Ponded,Brood Stock,51
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Spring,Natural,Unknown,Adult,Alive,Released,Natural Spawning,8
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Spring,Natural,Unknown,Adult,Alive,Released,Other,11
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Hatchery-Segregated,Female,Adult,Alive,Ponded,Brood Stock,33
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Hatchery-Segregated,Male,Adult,Alive,Ponded,Brood Stock,51
2014,Clearwater Fish Hatchery,Crooked River Trap,Chinook,Summer,Hatchery-Segregated,Male,Jack/Jill,Alive,Ponded,Brood Stock,31
